,chrf,number of Unique sentences,chapter-title,source
388,0.15358732823552038,25,ethan-frome-chapter-8,novelguide
389,0.20797305009838163,32,ethan-frome-chapter-9,novelguide
390,0.10927738592750495,20,the-jungle-chapter-1,gradesaver
391,0.1153800280194817,19,the-jungle-chapter-2,gradesaver
392,0.1312725006594841,6,the-jungle-chapter-3,gradesaver
393,0.14655479066068758,15,the-jungle-chapter-4,gradesaver
394,0.12189885689511577,13,the-jungle-chapter-5,gradesaver
395,0.11773369846338115,11,the-jungle-chapter-6,gradesaver
396,0.12133685759169344,8,the-jungle-chapter-7,gradesaver
397,0.1273440814855964,11,the-jungle-chapter-8,gradesaver
398,0.1073330367411187,9,the-jungle-chapter-9,gradesaver
399,0.12795518527642727,19,the-jungle-chapter-10,gradesaver
400,0.12973458749148842,6,the-jungle-chapter-11,gradesaver
401,0.11741846289573916,6,the-jungle-chapter-12,gradesaver
402,0.11524855968461116,9,the-jungle-chapter-13,gradesaver
403,0.1118466688369673,8,the-jungle-chapter-14,gradesaver
404,0.14280615609101474,13,the-jungle-chapter-15,gradesaver
405,0.11290268111814789,9,the-jungle-chapter-16,gradesaver
406,0.1420327163619213,13,the-jungle-chapter-17,gradesaver
407,0.1328424571758037,9,the-jungle-chapter-18,gradesaver
408,0.1509717286963696,10,the-jungle-chapter-19,gradesaver
409,0.12013977806664329,10,the-jungle-chapter-20,gradesaver
410,0.12332092805942056,9,the-jungle-chapter-21,gradesaver
411,0.1379980798955501,15,the-jungle-chapter-22,gradesaver
412,0.11154218842188496,9,the-jungle-chapter-23,gradesaver
413,0.14105802549006158,10,the-jungle-chapter-24,gradesaver
414,0.15917637301235288,23,the-jungle-chapter-25,gradesaver
415,0.13819520815801176,16,the-jungle-chapter-26,gradesaver
416,0.16047292889898465,16,the-jungle-chapter-27,gradesaver
417,0.1439689493542857,14,the-jungle-chapter-28,gradesaver
418,0.17211868194319227,8,the-jungle-chapter-29,gradesaver
419,0.12936567740128868,8,the-jungle-chapter-30,gradesaver
420,0.12251076508618175,11,the-jungle-chapter-31,gradesaver
421,0.11001609196197965,19,the-jungle-chapter-1,shmoop
422,0.1251007189440507,17,the-jungle-chapter-2,shmoop
423,0.12127706097252189,7,the-jungle-chapter-3,shmoop
424,0.129513996545794,21,the-jungle-chapter-4,shmoop
425,0.11633260074524265,14,the-jungle-chapter-5,shmoop
426,0.10818304971037584,10,the-jungle-chapter-6,shmoop
427,0.12913256303483805,7,the-jungle-chapter-7,shmoop
428,0.11635572527990014,11,the-jungle-chapter-8,shmoop
429,0.10244576332576681,9,the-jungle-chapter-9,shmoop
430,0.1259017167850094,16,the-jungle-chapter-10,shmoop
431,0.11887185566833351,6,the-jungle-chapter-11,shmoop
432,0.11606748160879886,7,the-jungle-chapter-12,shmoop
433,0.11765586899237923,10,the-jungle-chapter-13,shmoop
434,0.11172452140335044,9,the-jungle-chapter-14,shmoop
